date,rating,content,sentence_count
2014.11.05,10,ok ive just seen interstellar and i can tell its one of those movies that you either love or hate. personally i loved it and probably im going to watch it again to process it a little bit more. its not a simple movie maybe that was already clear is a nolans film. matthew mcconaughey does a great job by portraying cooper. the most touching scenes are those between his character and mackenzie foy who plays the younger version of murph jessica chastain character. either it seems to be an outer space film is more about human relations and how important is for us to be linked with others.  even its a long movie 169 minutes i didnt felt it that long or tedious. the director managed to keep us engaged through the whole film.  the experience on imax in 70mm film. the image quality perceived was superb now i get why christopher nolan and other directors are fighting to keep film alive.  i had the opportunity to watch it at the chinese theatre and was a great experience my first time in that theatre. the staff from the theatre even told us that nolan himself watched several scenes of the movie in that theatre to calibrate the experience. which is very cool.  well i encourage you to go and watch interstellar to see of you love or hate it.,14
2014.12.01,9,just watched this on imax with my movie theatreworking friend who had seen this before. it has matthew mcconaughey and anne hathaway going to space and seeking possible livable planets for places to move the earth people when that planet becomes uninhabitable. christopher nolan directs quite a long but mostly intriguing tale of how long this journey lasts and the effect on mcconaugheys offspring when they grow up without having him around during those times. i have to admit that part of me was ready to sleep during some scenes but something exciting does always come up and it gets a little better as the narrative keeps on going. so on that note interstellar is very much worth seeing if youre patient enough to watch quite a long movie requiring you to think.,5
2014.11.07,6,interstellar was an above average film and i have no regrets spending a friday night checking it out. unsophisticated audiences may enjoy it if they dont analyze it too deeply. however if you are one who understands the world of physics aviation or space travel this one is hard to watch. there are a plethora of continuity issues as well as plot holes. it seems like chris nolan watched gravity and decided he could make a really terrible film into something worth watching. he added the contact premise and inserted some physics theories and some expanded back story to create a mediocre film. i was hopeful that i would be impressed by the obviously inflated reviews but i wasnt. the guy next to me actually fell asleep during the first hour which was very grueling. of our group there were three thumbs down and one thumbs up.,9
2014.11.09,10,i just returned after seeing interstellar again 2nd time and i can say that my second experience was even more powerful than the first. im trying to find the right words to express the thrilling journey that is this film.  first id like to advice you to try and pay attention to every single line  nothing is said without purpose and everything is somehow connected. it slowly builds up with the beginning to this phenomenal emotional ride and it will not let go until the very end. it will keep you on the edge of your sit  literally  it will make you cry it will make you jump it will completely absorb you. throughout the course of it i forgot i was in a cinema. i was living every single moment with the characters feeling what theyre feeling. at times i found myself staring blankly trying to comprehend its complexity  how can this be? is this really happening? can it be so epic?  the second time i saw it i understood the importance of every single scene and line i saw more connection more intricacy and even more genius in it. the first time it was grand and overwhelming it just hit me hard and i couldnt really pay attention to details.  the emotional journey part was very important to me but of course there are the stunning visuals which contribute immensely and transcend you there into the action. they were fantastic superb simply put filmmaking at its finest. this is all of course from my point of view  a super scifi fantasy adventure and all associated genres enthusiast. although i cannot imagine how one regardless of their movie preferences can dislike interstellar  its that good. what im obviously saying is go see this movie. expect epicness. it will not disappoint.,19
2014.11.09,6,i wont give it a 1 to even things up a little i give it a 6 which is real. maybe 6.5 but 7 would be a stretch. im disappointed with a film that i waited for so long with a great title that was waisted. interstellar should have been a masterpiece with well a lot of interstellar traveling. the duration is just to long especially the first part which brings nothing extra to the story. its just to stretched out trying to bring i dont know what. a feel of 2001 maybe but 2001 is in another galaxy for this one. i didnt like inception either so maybe it has got to be something with nolan. im a scifi fan but today everyones trying to make scifi but they dont succeed. they are doing it wrong! district 9 was the last good scifi i watched. interstellar has got great visuals i give it that but gravity had more another film that sucked big time. i wouldnt watch it again.,14
2014.11.21,2,ok ill keep this brief but ill also nail my credentials to the mast first. i know science cosmology scifi and filmmaking pretty well. i have in the past taught film studies at degree level and worked on the production of more than one major hollywood scifi film. i read stephen baxter and i like space stuff a lot. more than a lot. and why am i telling you this? because i should have loved interstellar but i didnt for one simple reason it is a truly dreadful piece of filmmaking. i wont even bother with dissecting the science in the film because that isnt really the issue it is wrong on pretty much every level. im not even going to bother complaining about the absurd audio balance in the sound mix. and ill ignore the substandard special effects  because fx dont a great movie make. the issues i have with interstellar are essentially these the film is an arsenumbing three hours long and feels far longer. the pace is stunningly poorly judged  the first hour in particular could have been cut to ten minutes and far more would have been gained than lost. the characters are paperthin and i didnt care about any of them. the plot is entirely derivative mostly of the vastly superior contact. the special effects arent special at all and the editing or lack of is so selfindulgent it is a text book example of a director so enamoured with his project that he loses objectivity. the result is a plodding flabby and desperately dull movie devoid of any real excitement or emotional impact. i wont go on but special mention must be made of the planets  paddling world and coldworld. you see virtually nothing of either and so utterly uninteresting are they that what should have been a moment of genuine cinematic wonderment was squandered with a bit of poor cgi painfully inferior to a perfect storm and a location less dramatic than your own back garden. ive probably not been a brief as i intended but as i write this i feel the disappointment and actual anger i felt on leaving the cinema bubbling to the surface again. it was a total letdown and a waste of more than three hours of my life. the gushing reviews on here are ridiculous and absurd and i am forced to conclude that reviewers either watched a different film to me or saw something so brilliant it completely passed me by. i am fairly confident i didnt doze off although i desperately wanted to. so in conclusion contact did all of this far far better fifteen years ago. in contact the characters are human believable beautifully realised and you care what happens to them. the relationship between father and daughter is deeply moving and inspiring. but then the plot is far more sophisticated anyway dealing with the social tensions and impact of the discovery of extraterrestrial life the science is accurate and entirely plausible it was written by carl sagan after all the movie is genuinely thrilling and full of spectacle and it has something very profound to say. contact is everything interstellar is not and it has a considerably shorter running time. contact brought tears to my eyes interstellar bored me to tears.,28
2014.11.08,10,what an incredible film a mesmerizing ride from minute 1 to minute 169. i couldnt believe when it ended that it was already finished time appeared to go away quickly when watching this in the theater and remember when it ended i wished there was more of this epic movie. great directing great performances the effectssets could have been better i like my detail which unfortunately some sceneseffects lacked and you got to take a big leap of faith to ignore the obvious paradox. if you do the latter you will enjoy a nolans masterpiece. one of my top ten movies of all time and most likely the best scifi i have ever watched.,5
2014.11.12,10,i have never in my life experienced such an emotional brake as i did today watching interstellar! i left theatre shaking violently crying and having i think 150 bpm. every single piece of the movie from the story itself visuals music and acting is a perfect combination and perfection. i even cant find right word to give you proper review partly because english is not my nativeand summarization wont give the movie justice. the only thing i regret that i watched it dubbed though in my country dubbing is really good i advice t go see the movie alone on yourself as i did and it will pull you in from the first frame to this epic journey! p.s. oscars to nolan and the movie right away!,8
2014.11.13,10,the sixth sense meets inception. makes you cry sweat and question your own actions in the face of these scenarios if you approach the film wholeheartedly and ready for the ride then it will take you on quite a journey and youll only want to see it again and again. the music really does the job of keeping you suspended anne hathaway and jessica chastain do fine work as does matthew mcconaughey and the little girl playing a younger jessica chastain pulls at your heartstrings. i was really really pleased with this and wish it was getting as much attention and praise as it deserves i think the writing was genius and it really had my brain working hard. you walk out of the theater and everyone around you is talking about it from the sidewalk to the subway ride home everyone it was really funny to see.,5
2014.11.07,10,a quantum leap in film making. the greatest story ever told. a movie that encompasses all that is and can be human. interstellar bravely transcends into the unknown throughout time and space leaving no one behind.  my persistent craving for unwavering diligence in directing and acting has been satisfied with ample sufficiency. very few take true pride in what they do and most never try. but to never give up hope and to reach for the stars is how real greatness is achieved. thank you mr. nolans thank you cooper for creating a piece that holds such faith in mankinds will to survive and most of all love. 5d 1010,10
2015.04.19,9,well to me this was one of the better sciencefiction movies that i ever saw. its been a long time since i didnt see a scifi like this one. its extremely long but you wont get bored for a second. and that says enough about it. all the actors gave us a very good performance and some shots were stunning. the story was very well written even though sometimes too complicated to understand but then again who are we to understand anything about the unknown dimensions black holes or wormholes. you have got to stay concentrated during the whole movie to understand the story but like i said before with interstellar it is certainly not a problem at all. i was completely absorbed by the story and was actually surprised that time flew by so easily. one of the better movies i watched this year and certainly the best scifi in years.,9
2014.11.08,10,badass... is the adjective which i choose to type the first word of this review. as i left the theater i was not only spellbound but i was also sulking about the fact that the movie had ended. the movie has a slow pace at the beginning but not really boring. steady and unique in its nature i did feel that this movie might end up like last years blockbuster gravity starring sandra bullock and george clooney. with every minute that passed i could feel the importance of time which let my prejudice drain away. with twists and turns but not brainspraining at all it did make emotions come at par with adventure. great acting by matthew mcconaughey did overshadow anne hathaway. with an epic storyline and nolans direction space galaxy and the universe did reach a whole new level. i would love to rate this movie 10 stars without a second thought because it reached the depth of my heart and left me speechless. this movie is not a movie which is meant to be wasted by watching it at your laptop or tv. its buck worthy and a must watch for all the people who wait for some new serious touching heartwarming adventurous science fiction and oscar deserving movies of all time. hats off to both the nolans!,13
2014.11.14,7,even though im a big fan of christofer nolan i find this movie pretty boring. respect for tackling such a complex subject and for making generally smart blockbusters. unfortunately movie is a big mess. wrong pace melodramatic acting terrible music and mumbling imabadasscowboy matthew mcconaughey speech just didnt work for me. one of the most miscast movies i have ever seen. im familiar with solaris and 2001 odyssey but this one just didnt work for me. i gave it 7 after all since i dont think movie is terrible i just think its not great and people got brainwashed by marketing tools into loving this film and giving it such high grade.,7
2022.11.23,8,having destroyed all resources on the planet like a rapacious insatiable gannet its time to move on to vacate and be gone find a new place to rampage and beset. but where can you take all the people to build their new churches and steeples and how to get there if you can find somewhere without a breakthrough in science and maths rules. juxtaposing a more than probabilistic forecast of things to come with the absurd to produce a wholly engaging and imaginative piece of scifi that may well get you thinking of what might just happen to the planet and the people of it when the help and support of as yet undiscovered dimensions fails to materialise. great performances great effects leaves you wanting to revisit 2001 a space odyssey but you know youll never know why.,4
2014.11.08,6,the movie is incredibly beautiful but it is not intelligent but is mostly a strange mix that does not quite know what it wants. i like it when science and technology are described believable which at times is the case here but just as in the masterpiece in 2001 it falls hard when you mix in philosophy with a high level of abstraction. of course there are more holes in the script than can be listed here. one obvious to me is that if the descendants of humanity are those that make us survive who was it that saved us the first time? we meet several parallel stories and my 14 year old daughter even shed a tear over something she could not quite explain afterwards. we meet the stories about how humans devastated the earths resources technophobia and heroes immortality. the only person who seems quite realistic however matt daemon. its like his mixture of malice selfishness and cowardice doing so the movie gets off the ground for a short while. and it is of course not good for a film largely set in space pun intended.,9
2014.11.06,4,interstellar is mediocre. the story is chock full of cheap clichs love is the 5th dimension! overlayered with arcane science for believability and story points that are never explained. the movie makes sense until matt damon. up to that point the quantum mechanics and astrophysics hold up more or less. although if you know youre going to age by 5 to 15 years on the water planet why leave that one poor guy on his own? its kind of heartless and thats when i started doubting the movie. but ok fine. i can live with that. then they head for the ice planet. and all of a sudden gravity is the force that transcends time and your mind fights death so you can see your children. all downhill from there way into deep space 9. the movie takes a turn for the worse a nonsensical allegory about how humanity can be saved thanks to the power of love between a father and his daughter. its endearing but incomprehensible. granted the movies pretty. so i gave it two stars. the actors? love all of them. thats another 2. but i simply cannot live with a script thats nonsensical and full of stuff were supposed to take at facevalue because its christopher nolan and hes an otherwise brilliant director what was michael caine trying to not solve? what is all the research about? and scifi directors please drop the blackboard and chalk clich. we technology people use computers now. blackboards were useful when newton was running things. now? not so much. it sounded like but im not really sure the five dimension bookcase which lost me completely was invented by humanity in a very distant future as a communications device. but then i also have to assume that that future humanity has really awesome technology if it can pull that kind of prowess. then why not simply invent a cellphone that can bridge time? why not just send an email with the data component thats missing? why would anyone have to take a chance taking a dive into a black hole to get it? and how is that future humanity saved anyway? and how does the robot whose location in space is never explained come in possession of that data? and do 21st century communications really work in a black hole? going back to the michael caine thing whats the precious data component that he was missing? what does the ghost send in binary format to his daughter? sounds to me like a lot of zeros and ones. and how does humanity get saved? do they invent some sort of galactic noahs ark to get people off the smoking pile of carcinogenic garbage that earth has become? could they not do that before? im sure they could. how does a human being in a space suit even survive flying into a black hole? or maybe thats not what happened. im just not sure.  the list goes on and on. the movie is a confusing hodgepodge of pseudophilosophicalpseudoscientific mess full of circular logic and loose ends. its intended for 1 scifi dorks who tend to not overthink things 2 nolan worshipers and lovers of all things shiny 3 movie buffs who enjoyed cloud atlas which was more boring and more bizarre than interstellar but only slightly.,47
2025.04.18,8,i dont watch movies very often im not a film critic and i dont really know much about movies. but i liked this movie. i had the opportunity to watch it earlier at an earlier age at that time it seemed that its an ordinary movie. now that ive watched it again i realize that its not a movie. its a masterpiece. i wont talk about the plot ill just insist that you watch it. thank you for your attention. i still need to write 150 characters to publish so the score will go from 90 to 0 90 89 88 87 86 85 84 83 82 81 80 79 78 77 76 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10 9 8 7 6 5 4 3 2 1 0.,8
2024.12.14,10,interstellar is and always was one of my personal favorite films of all time. i first experienced the film in imax when it was released in 2014 and ive been a devoted admirer ever since. but this week i was fortunate enough to be in new york precisely when the film was being rescreened in imax  and not just any imax but in the grandeur of imax 70mm  as part of the 10thanniversary celebrations of its release. despite having seen the film several times before rewatching it multiple times to mark its decadelong impact in the magnificent imax theaters of the u. s. stands as one of the most extraordinary cinematic experiences weve had in our lives. no matter how many times i watch the film it always excites me intrigues me and also brings me to tears. a unique cinematic experience like no other that pushes the boundaries of cinema and how science can be depicted in film. the collaborative process between christopher nolan and his brother jonathan known for memento the prestige the dark knight and westworld among other works in crafting the screenplay united two brilliant but slightly different minds. this dynamic provided the creative friction that birthed such an extraordinary story. in the early stages jonathan was the principal screenwriter entrusted with the task of shaping the script. he worked on the project for several years alongside producer lynda obst and theoretical physicist kip thorne. the original draft was heavily centered on the intricate scientific principles underpinning the plot such as einsteins theory of relativity and in particular the concept of time dilation. when christopher came on board as director he reworked the script to emphasize the emotional and philosophical dimensions of the story. this shift  from a strict focus on science to one that balanced scientific rigor with emotional storytelling  became one of the defining aspects that granted the film its unparalleled strength. it is ultimately this synthesis of emotional depth with scientific exploration that elevates interstellar to a truly extraordinary work within the scifi genre. the scriptwriting process between the brothers included a continuous exchange of ideas at every stage of its development. christophers inclination toward emotional storytelling intertwined with jonathans passion for scientific precision and narrative complexity. as the films director christopher also had the responsibility of translating jonathans abstract scientific concepts into compelling visually stunning cinematic moments and images. this process enabled audiences to grasp abstract and extremely complicated scientific ideas through groundbreaking visual storytelling. its incredible to witness how with the passage of time interstellar is increasingly recognized not only as a monumental chapter in nolans legendary filmography but also as a bona fide classic in the scifi genre. with the nolans now receiving the broader recognition they deserve from the global film and television community not just their core fanbase more and more people now grasp the thematic essence the nolans were striving for with the unique storytelling elements they insisted on including in interstellar. one of the most unique characteristics of nolan as a filmmaker is his profound love and respect for science as well as his understanding of its importance in both storytelling and realworld impact. this is reflected in the themes he chooses to explore the logical framework behind his scripts and the technical aspects of his filmmaking process. from project to project he constantly experiments with new techniques that push the boundaries of film industry technology. he strives to maintain scientific accuracy in his narratives as much as possible while telling captivating stories that highlight the vital role of scientists and the value of intellect in the modern era. contrary to the common criticism that nolans films often sideline female characters interstellar features a significant and very welcome representation of strong influential women in the field of science. jessica chastain and anne hathaway deliver compelling and charismatic performances taking center stage in the films unfolding events and playing a crucial role in the storys progression. mackenzie foy also impresses in a onceinalifetime performance of a curious intelligent and ambitious child that doesnt shy from the performances of other veteran actors and actresses in the film with a role that will surely inspire future generations of young viewers. if we delve further into the unique collaborations behind the making of interstellar and to the films unique property of depicting science in the most accurate way possible the extraordinary partnership between christopher nolan and theoretical physicist kip thorne stands out as one of the films most intriguing aspects. this collaboration was paradigmshifting in its own right as it sought to depict einsteins theory of relativity as accurately as possible on screen. instead of resorting to clichs or convenient narrative shortcuts thorne a nobel prizewinning theoretical physicist acted as both scientific consultant and producer of the film. his primary role was to ensure that depictions of black holes wormholes and the effects of relativity on time dilation were as scientifically accurate as possible. maintaining scientific precision required a delicate balance between creative cinematic storytelling and the constraints of established physics. while nolan known for his narrative complexity and visual ambition occasionally sought to introduce elements that bent the rules of physics thorne firmly insisted on absolute scientific accuracy. this principle of realism shaped not only the depiction of time dilation but also the emotional and philosophical core of the film where time itself becomes a central emotionally charged narrative device. their collaboration continues to set a gold standard for how science can be faithfully integrated into cinematic storytelling. after watching the film in an imax theater in the u. s. this week i noticed a group of young students from a school or some sort of academic club attending the screening. they even took a group photo afterward to commemorate the experience. if that doesnt highlight nolans influence in inspiring future generations of innovators and scientists we dont know what does. of course no discussion of interstellar would be complete without mentioning hans zimmers phenomenal score which the legendary composer himself has referred to as his most cherished soundtrack in his extensive career. the process of collaboration between zimmer and nolan was unconventional and experimental compared to their previous collaborations. instead of supplying zimmer with a script or a detailed plot outline nolan wrote him a onepage letter describing the films central emotional core  the relationship between a father and his daughter  and asked him to compose from that emotional premise alone. without knowing that it was a scifi epic zimmer crafted an intimate and deeply moving score built around a church organ capturing the emotional anchor of the story. this approach yielded a score that felt personal and evocative rather than tethered to the spectacle typically associated with the scifi genre. the two also chose to emphasized the use of a church organ to evoke a sense of cosmic awe and spiritual transcendence. ultimately the focus on emotional authenticity rather than bombastic spectacle produced a soundtrack that has become one of zimmers most celebrated works earning critical acclaim and nominations for the academy award and the grammy. in a typical fashion to zimmers groundbreaking works interstellar did not initially receive the recognition it deserved from major award bodies like the oscars or the golden globes. but history tends to favor the enduring and today the interstellar soundtrack is regarded as one of the most powerful and timeless film scores ever created. the raw emotional resonance it evokes during the film and even while listening to it completely outside of watching the film is nothing short of extraordinary. even generally speaking looking back at the awards season following the films release the academys reluctance to recognize interstellar and nolans achievements while creating the film remains truly baffling. nolan did not receive nominations for best director or best original screenplay decisions that now seem glaringly questionable in hindsight. particularly when compared to certain contemporaneous winners like alfonso cuarns gravity which interstellar in comparison stands head and shoulders above in ambition visual storytelling and philosophical depth in our opinion. with nolans triumphant sweep during awards season for oppenheimer one can only hope that the academy will in the future be more open to recognizing his contributions to the scifi genre which has long been overlooked at such ceremonies. what might have been an open question 10 years ago is now clear interstellar has cemented its place in the annals of cinematic history as one of the greatest and most important science fiction films of all time. its scientific precision gripping narrative breathtaking visuals extraordinary performances masterful soundtrack and impeccable execution on all fronts have earned it a rightful place as one of the most iconic films to ever grace the silver screen. and above all its a whole lot of fun.,59
2024.12.13,10,this has been one of my favorite movies ever since it was released in 2014. ive watched it countless times and nolan is by far my favorite director but i had never seen any of his films besides oppenheimer in imax... until last night. i was fortunate to catch the 10 year anniversary showing of interstellar in imax and was absolutely blown away. the fact that i was on the edge of my seat for a movie i know so much about is a testament to how powerful this movie is. the score is the best in any film and the space visuals are simply stunning. the film flew by and i left the theatre with my mind blown even more than i could have anticipated. i plan to always see this movie whenever it is shown and truly believe everyone needs to experience it the way nolan intended. 100010... simply the greatest film ive ever seen on screen.,10
2023.07.08,8,i havent seen the film since it came out in 2014. my teenage self found it slow confusing and tiresome. but now im 2023 i decided to give it a rewatch solely because i constantly listen to the score. so what did i think? i am pleasantly surprised how much i enjoyed the film. the film has so much heart for a scfi movie that it took me off guard. at its core its about a father wanting to reuniteprotect his child. the story was interesting the ending mightve been a bit too optimistic and rushed but it felt satisfying to me as a viewer. the cinematography music acting sound design set dressing everything was amazing. yes there were points where i was thankful i had subtitles on. seeing topher grace was also a bit odd since only associating him with that 70s show and venom. the visuals for the space scenes were astonishing. truly a feat of cgi and technological advances. overall there are more positives than negatives for the film. it was a great watch the emotional beats landed for me the betrayals were impactful and it left me thinking more about this potential scenario.,15
2025.10.27,10,a total masterpiece from the beginning to the end. so clever so educative so good acting i dont think i ve ever watched a better movie in my life. its from the movies that sticks in your mind and change your way of thinking. i dont have to say anything negative about it. a 3 hour movie that you can not take your eyes off of it.,5
2024.12.11,10,the best movie of its decade. interstellar is christopher nolans finest film to date. interstellar is ambitious and riveting from start to finish a film that never fails to grasp your attention during its threehour run time. with dazzling visuals and a gooey yet strong emotional core thats truly affecting its one of the best movies ive seen all year. interstellar is a science fiction film that explores the themes of love sacrifice and humanitys place in the universe. the film follows a former nasa pilot who is recruited to pilot a dangerous mission through a newly discovered wormhole in search of habitable planets for humanity to colonize.,6
2015.11.03,7,was this movie terrible? no but for as much praise as it got im astounded. the plot was ridiculous and unbelievable. that isnt what killed the movie however it was the acting! maybe the director wanted the actors to act that way but every time they did something amazing they barely acted surprised. it was as if it was all in a days work. this is the sole reason why i cant get myself to re watch this movie. the visuals were amazing but im more interested in plot lines and character development than pretty effects call me old school even though im in my 20s. the movie tries to be like 2001 a space odyssey but falls short. 2 months after watching interstellar not much is retained in my memory i had to reread the ridiculous plot and rewatch a trailer to bring my memory back. whereas 2001 i watched 6 or so months ago and remember most of it.  it may seem like im calling this movie terrible its not. its just highly overrated and i need to point out the flaws that keep this from being a masterpiece. maybe ive seen too many programs about space cosmos the universe 2001 etc that keep this movie from stunning me with the visuals but if youre a person that has not seen too many space programs youd probably like it.  and just an fyi this is coming from a guy that hated gravity and inception. if you like those you may like this movie.,16
2024.12.09,10,interstellar 2014 directed by christopher nolan is a visually stunning and emotionally charged scifi epic. the film explores love sacrifice and humanitys quest for survival as a group of astronauts travel through a wormhole in search of a new habitable planet. with breathtaking visuals a hauntingly beautiful score by hans zimmer and strong performances particularly from matthew mcconaughey the film blends science and emotion. while some plot elements may feel complex its ambition and thematic depth make it a thoughtprovoking cinematic experience. overall the one thing missing about this movie is that it doesnt have part 2.,5
2014.11.20,6,a long tedious movie. it attempts to be an epic but fails. it attempts to say something profound but the message is garbled. the movie attempts to mix jumbled pseudoscientific dialogue with a melodramatic subplot involving a father and daughter producing a muddled story with little dramatic power. the movie contains elements from 2001 a space odyssey and the matrix with its bombastic musical flourishes and the special effects meant to depict extradimensionality all pure hollywood. matthew mcconaughey is the principal actor his character cooper is the central figure of the story the rest of the cast are supporting characters their placement in the credits notwithstanding. mcconaughey gives an interesting performance which includes several scenes in which he weeps which for a leading man is remarkable. the depiction of earth as a doomed planet is unconvincing and the plan to colonize other planets halfbaked and one that tests the limits of plausibility. being a sciencefiction movie stretching the boundaries of science for literary purposes is to be expected but this movie asks the audience to accept certain premises that just do not make sense e.g acceleration of time relationship of time to gravity time as a material object. this movie is proof that when hollywood attempts to deal with time warps time holes multidimensionality relativity and other complex scientific theories the results can be less than optimum.,11
2015.04.20,3,a lot of mistaken pop science and poor attention to details makes this film a dumbing experience. films based in history biography and science need both the writers and viewers to do the hard work of reading the appropriate research so that we are bettered by the film experience. directorsproducers need to pay attention to detail for excellence. as follows 1. blight is usually strain or variety specific and is easily constrained by climate variability and solved easily with cross or genetic breeding. source and type of blights was never explained probably because it just cant happen the way depicted. 2. dust storms would be limited to a few limited environs and would soon hit bedrock. besides crop rotation and contouring should have solved that problem. 3. drone was suppose to have been aloft for years using solar panels but no solar panels visible. propulsion was? 4. the pulp fiction fable of no apollononmoon landing event is not taken seriously by anyone who is a middle school graduate. 5. mcconaughey did his famous finger rubbing thinking prior to kicking a tire but what makes no sense is how kicking a tire makes a vehicle functional. 6. movie relied on an excessive amount of loud tonal sound effects to create drama when writing and acting just not up to the task. 7. communicating in barcode or morse is not how any intelligent future beings would rely on. and later the gravityquantum equations coming from the future in morse which doesnt have calc encodings. certainly not through watch hand movement. 8. female role model in hathaway was cast for smilelooks not for contributing anything believably intelligent. 9. dad dr. brand also poorly cast only for accent and stereotyped science look. 10. dropping bombs on starving people was presented as a solution  that sounded really ridiculous. 11. looking for new earth in another galaxy when your own offers millions of possibilities is like looking for new home on the other side of the planet when one just like it is next door. 12. the energy required to open or even enter a wormhole would be equivalent to the total of our suns output for a thousand years. also if you can place it next to saturn then why not closer like next to mars to make transporting humanity easier. 13. the wormhole as well as the blackhole would shed matter to subatomic particle size. communicating through a wormhole. whoever wrote that has no idea of the scale of problems. 14. speaking of mars it can be terraformed with a few hbombs to release co2 to warm the planet thus melting subsurface ice to give h20 thus oxygen. 15. turning on and off hibernation is not like opening the fridge too many opportunities to damage cells. 16. underground centrifuge space station was constructed of massive concrete which has only compressive strength not tensile strength. 17. centrifuge center had a saturn type rocket 100m high which when blasts off should destroy that whole complex. in reality a complex that large and built underground would bankrupt half the world. 18. those quantum gravity equations would not fit on that small blackboard. and why are they using a blackboard in a tech world capable of traveling easily through space? surely they must have at least an ipad! 19. so not explained was how love brought cooper through multiple dimensions possibly universes to the exact correct time  space that murph happened to occupy. probably because the writer couldnt. 20. tars sounded military dumb and those legs are not designed for surviving uneven surfaces without damage let alone running. 21. the films ending of throwing papers the eureka and the anonymous kiss was typical hollywoodish. 22. ranger view of earth did not show a devastated planet but normal cloud cover normal water and land color. 23. five dimensional spacetime is decades oldhat. seven nine and for the past dozen years eleven dimensions is now the most likely mathematical construct. remember thats all this is  a construct. 24. the effort to push books off a shelf would either be equally the same in all dimensions or not possible so that extra effort shown was just dramatic invention. 25. the interweaving of 1990s cars and other old tech such as lap tops all simultaneous with space vehicles  stations not yet achievable for several more decades didnt make sense  incongruous. 26. the alternate earth being made habitable by altering some madeup chemistry between chlorine and ammonia and their relation to n2 didnt make planetary chemistry sense especially since such a planet would be hundred thousand times more rare than the more abundant habitable planets also most likely more than a 100 degrees below zero. conclusion so many holes in this film that only a worm would love.,71
2014.11.08,10,every generation of movie goers sees one film maybe two that changes the game for them. it becomes a signature moment that they remember years to come. they remember where they saw it who they saw it with even where they were sitting. christopher nolan has proved to be a film maker who works best with a big canvas and he has never been given a canvas bigger than the one he used for his latest film interstellar. i feel i cant even call going to see a nolan piece a movie but more like an event. for the average movie goer they most likely arent familiar with the directors of the films theyre seeing but most know nolan. most know of nolan because he has made some of the biggest thrilling and thought provoking films of the past decade from the dark knight trilogy to inception. its almost not worth trying to do a plot synopsis of interstellar because it is difficult to try to condense the happenings in a film this huge because i know that i will leave out something big. anyway the film takes place in a potentially nottoodistant future where the earth has become unable to produce all but a few crops and it will get to a point where none will be able to grow and man will die out. in comes an engineerpilotfather cooper matthew mcconaughey who is entrusted to be part of a space expedition to venture beyond a newly discovered wormhole to try and find a new planet capable of inhabiting the human race. astronauts from previous missions have supposedly landed and have been sending signals for them to come. mcconaughey has always had that movie star potential and i think this is the film that puts him in that title. this was a truly star making role due to the size of the film and i honestly believe he is the only man who could have done it. interstellar was originally supposed to be done by steven spielberg before he dropped out and nolan stepped in. nolan clearly influenced by past spielberg films like close encounters of the third kind and jaws puts mcconaughey in a role in the same vein as richard dreyfuss in close encounters or roy schneider in jaws. they needed an actor who could be looked at as an everyday guy who is experiencing incredible circumstances and mcconaughey is able to display the emotion required for a man who has to drop everything including his family whom he knows he may not see again and try to save the human race. you can see it in his eyes and hear it in his voice and your heart breaks and lifts with his simultaneously. this isnt necessarily a role that wins oscars but it should be. the effects are obviously amazing. this much like gravity last year is a film that needs to be seen on the big screen especially in imax. this along with the haunting score of frequent nolan collaborator hans zimmer almost transports you to that necessary place that makes the events happening on screen seem possible. kind of piggy backing off of that point there will be those who will trash the film for the science isnt accurate. those comments are nonsense because no matter what science tells us there is just no way for us to actually comprehend what is beyond a wormhole or what would happen if we attempted to go through one. could we really transcend time and space? would we discover new worlds and new civilizations? impossible for us to say at this point but what makes this film so great is that we are able to see the ideas of what can be. its the mystery of the unknown that both frightens and enthralls man and few films have been able to capture those feelings like interstellar in a time where there are no more explorers were fortunate to be put in a position where we can feel what is like to discover and explore new worlds. people will remember interstellar for either being a truly great film experience or not as good as 2001 a space odyssey. this is one of most popular slights against the film so far as it is the closest thing to 2001 and defenders of the kubrick classic will argue to the death that it doesnt live up to it. this is an argument that no one will win because it is a generational issue. people see these landmark films during their youth and they leave such an impression on them that it almost becomes blasphemy to hear of another film made years later rivaling the one they saw. people want to believe that the film from their time was the best and that no film will be able to capture those emotions they first felt and the memories that it created for them. i respect and detest this because i will most likely feel the same way when future space adventures in the same vein as interstellar come out and i fear it is something that is out of my control. much of the film circles around the idea that love is the one true thing that travels purely through time and space because it is that connection we feel with one another that makes us human and that can be applied with our love for certain films. the connection we feel with our favorite films is almost unshakable and those who think they can make us waver from those feelings are exercising in futility. in the end interstellar is one of those landmark films. its a chance for us to escape reality and feel sense of adventure hope and amazement that rarely comes around. dont miss it.,38
